"Ticker","Company","Country","Exchange","Industry","Gross Profit Margin","Diluted EPS 1Y Growth","Gross Profit 3Y CAGR","Gross Profit 1Y Growth","Free Cash Flow (M)","Total Enterprise Value (TEV) (M)","Stock-Based Compensation (Cash Flow Statement) (M)","Free Cash Flow Margin","Shares Out Growth 3Y (CAGR)","EPS Normalized Actual vs Estimate (Quarterly)","Revenue Actual vs Estimate (Quarterly)","FCF Yield","Forward FCF Yield","Stock Price","TR 1M Performance","YTD Performance","Revenue Forward 2Y CAGR","CapEx to Revenue","PEG Ratio","Market Cap (M)","Buyback Yield","Revenue 3Y CAGR","Operating Margin","Net Debt / EBITDA","Beta","TR 3Y Performance (CAGR)","Diluted EPS 3Y CAGR","EPS Normalized Forward 2Y CAGR","Return on Invested Capital","TR 5Y Performance (CAGR)"
"HGTY","Hagerty, Inc.","US","NYSE","Insurance","56.8%","-21.5%","19.1%","-14.3%","$278.49","$4,293.03","$19.08","19.7%","6.5%","139.6%","12.9%","6.1%","","$13.12","15.4%","1.1%","2.6%","0.0","-0.9","$4,570.18","0.1%","16.6%","13.4%","-3.5","0.9","14.0%","25.4%","26.5%","26.8%","5.8%"
"DRH","DiamondRock Hospitality Company","US","NasdaqGS","Hotel and Resort REITs","29.5%","158.0%","2.8%","8.4%","$163.44","$3,623.01","$8.35","14.4%","-0.8%","64.6%","1.1%","6.5%","3.8%","$12.00","-8.0%","35.0%","2.1%","0.1","0.2","$2,527.18","0.7%","2.4%","16.4%","3.6","1.1","19.4%","21.6%","7.5%","6.3%","9.1%"
"GSHD","Goosehead Insurance, Inc.","US","NasdaqGS","Insurance","49.6%","20.0%","27.4%","29.5%","$75.04","$2,541.10","$22.10","18.7%","-0.1%","82.1%","9.9%","3.3%","3.8%","$68.45","31.7%","-9.0%","16.2%","0.0","2.8","$2,268.05","5.9%","18.6%","23.2%","3.3","1.5","0.3%","72.7%","21.1%","23.1%","-10.7%"
"IRDM","Iridium Communications Inc.","US","NasdaqGS","Diversified Telecommunication Services","71.9%","-13.4%","4.8%","3.4%","$288.32","$6,583.00","$49.48","32.6%","-5.4%","-26.9%","2.3%","5.8%","7.4%","$46.72","-2.8%","164.5%","6.8%","0.1","-3.7","$4,978.02","1.4%","4.4%","23.8%","3.8","0.6","0.3%","75.9%","15.7%","6.7%","0.5%"
"GHC","Graham Holdings Company","US","NYSE","Diversified Consumer Services","29.9%","-20.4%","5.1%","1.0%","$247.96","$5,053.35","$5.72","4.9%","-3.1%","-18.5%","1.5%","5.2%","6.7%","$1,097.98","-6.9%","3.8%","5.0%","0.0","0.3","$4,780.77","2.6%","6.4%","10.9%","0.3","0.8","25.1%","40.5%","13.2%","6.5%","14.2%"
"INSW","International Seaways, Inc.","US","NYSE","Oil, Gas and Consumable Fuels","72.5%","225.3%","2.0%","97.3%","$269.32","$5,129.14","$7.94","21.4%","0.4%","24.3%","17.6%","5.5%","6.5%","$99.76","3.6%","109.9%","10.3%","0.3","0.0","$4,885.77","0.2%","3.0%","55.4%","0.3","-0.2","47.6%","5.8%","2.0%","27.9%","55.1%"
"ATAT","Atour Lifestyle Holdings Limited","CN","NasdaqGS","Hotels, Restaurants and Leisure","43.7%","43.3%","62.0%","40.2%","$339.33","$4,154.79","$19.36","19.7%","1.6%","10.1%","6.7%","7.1%","6.4%","$34.49","1.9%","-12.3%","24.9%","0.0","0.7","$4,808.36","3.3%","54.7%","24.3%","-1.5","0.8","23.8%","87.6%","19.6%","67.6%",""
"DAVE","Dave Inc.","US","NasdaqGM","Consumer Finance","71.7%","306.3%","61.4%","72.6%","$326.54","$4,600.25","$37.55","50.7%","2.2%","-1.6%","-0.2%","7.1%","9.4%","$340.64","-3.5%","63.8%","26.7%","0.0","-154.4","$4,585.86","5.5%","39.6%","36.0%","0.1","3.9","254.8%","20.4%","15.2%","93.1%","2.6%"
"GNTX","Gentex Corporation","US","NasdaqGS","Automobile Components","35.0%","6.8%","11.2%","15.0%","$496.65","$4,484.21","$40.63","18.9%","-3.4%","6.1%","-2.7%","10.5%","7.5%","$22.13","-4.6%","-5.6%","5.3%","0.0","0.7","$4,712.99","5.1%","7.4%","19.6%","-0.4","0.8","-10.6%","6.6%","10.1%","18.3%","-4.6%"
"DOCS","Doximity, Inc.","US","NYSE","Health Care Technology","88.1%","-27.9%","14.6%","8.6%","$306.28","$4,082.83","$136.51","46.7%","-2.9%","2.9%","3.2%","6.4%","7.3%","$26.35","27.7%","-38.3%","5.8%","0.0","-2.9","$4,760.95","8.9%","14.5%","30.6%","-3.3","1.4","3.1%","14.6%","6.8%","41.8%","-21.7%"
"CHEF","The Chefs' Warehouse, Inc.","US","NasdaqGS","Consumer Staples Distribution and Retail","24.5%","29.6%","14.1%","12.3%","$125.77","$5,399.48","$24.44","2.9%","0.9%","59.9%","3.9%","2.7%","6.7%","$115.52","1.1%","80.3%","9.5%","0.0","1.6","$4,588.34","0.5%","12.9%","4.2%","3.1","1.3","58.3%","58.4%","15.6%","8.8%","30.4%"
"BOOT","Boot Barn Holdings, Inc.","US","NYSE","Specialty Retail","37.8%","24.2%","13.0%","17.0%","$116.71","$5,228.59","$16.94","5.0%","0.3%","-7.2%","1.7%","2.6%","3.5%","$148.78","-5.0%","-19.3%","14.3%","0.1","0.8","$4,561.81","1.6%","11.8%","13.0%","1.7","1.6","17.6%","13.1%","20.2%","11.8%","11.0%"
"CENX","Century Aluminum Company","US","NasdaqGS","Metals and Mining","18.9%","403.5%","580.3%","122.9%","$151.20","$4,798.92","$54.20","5.7%","2.3%","-3.5%","-9.5%","3.3%","15.7%","$46.78","1.3%","11.8%","27.9%","0.1","0.0","$4,530.92","0.5%","5.1%","14.8%","0.3","2.3","80.8%","78.2%","101.3%","20.7%","29.7%"
"TDW","Tidewater Inc.","US","NYSE","Energy Equipment and Services","48.1%","29.3%","27.0%","-3.8%","$271.18","$4,668.08","$13.74","20.1%","-1.9%","-41.4%","2.9%","5.9%","6.6%","$96.11","24.1%","78.3%","11.8%","0.0","-1.2","$4,633.30","0.1%","19.6%","18.4%","0.1","0.6","11.2%","70.2%","33.7%","24.5%","52.0%"
"FHI","Federated Hermes, Inc.","US","NYSE","Capital Markets","69.0%","19.8%","9.3%","19.2%","$366.94","$4,645.92","$30.14","19.0%","-5.3%","14.3%","3.8%","8.1%","8.0%","$62.17","0.1%","21.5%","7.4%","0.0","1.0","$4,530.52","4.5%","7.2%","27.4%","-0.1","0.7","26.7%","21.5%","6.8%","25.4%","18.2%"
"MYRG","MYR Group Inc.","US","NasdaqGS","Construction and Engineering","12.5%","121.2%","11.9%","37.5%","$193.36","$4,466.42","$17.96","4.8%","-2.3%","45.7%","8.7%","4.3%","2.6%","$286.46","-13.8%","28.5%","17.7%","0.0","0.4","$4,537.19","0.2%","6.0%","5.5%","-0.2","1.2","26.9%","26.1%","19.8%","13.7%","22.9%"
"CVSA","Covista Inc.","US","NYSE","Diversified Consumer Services","57.3%","14.0%","11.8%","10.2%","$392.73","$5,003.54","$41.22","20.1%","-6.4%","11.1%","3.0%","8.7%","7.8%","$133.58","3.8%","26.7%","6.7%","0.0","1.8","$4,504.36","6.2%","10.4%","19.9%","1.1","0.7","42.7%","51.0%","14.6%","11.5%","29.0%"
"BCO","The Brink's Company","US","NYSE","Commercial Services and Supplies","26.4%","16.3%","9.3%","13.6%","$393.60","$7,515.69","$27.30","7.2%","-3.9%","2.7%","0.4%","8.8%","13.5%","$110.02","-5.8%","-6.5%","4.9%","0.0","1.8","$4,486.79","2.9%","5.0%","10.3%","3.3","1.1","13.6%","22.6%","14.5%","6.9%","8.0%"
"PAY","Paymentus Holdings, Inc.","US","NYSE","Financial Services","24.9%","50.1%","27.2%","28.5%","$159.14","$4,116.15","$23.02","11.7%","0.7%","22.9%","4.0%","3.5%","3.2%","$35.13","4.4%","25.0%","19.3%","0.0","1.3","$4,483.45","0.3%","34.6%","7.6%","-3.4","1.5","32.4%","129.0%","23.0%","29.6%","6.9%"
"BRC","Brady Corporation","US","NYSE","Commercial Services and Supplies","51.4%","8.5%","9.0%","12.4%","$181.34","$4,183.79","$13.73","11.2%","-1.6%","1.7%","7.2%","4.2%","6.9%","$90.39","-5.6%","15.3%","36.9%","0.0","1.4","$4,270.77","0.6%","7.4%","17.9%","-0.3","0.7","23.0%","9.8%","12.2%","16.7%","12.9%"
"OLLI","Ollie's Bargain Outlet Holdings, Inc.","US","NasdaqGM","Broadline Retail","40.7%","24.3%","17.0%","18.0%","$212.73","$5,020.12","$13.30","7.8%","-0.7%","-1.1%","-0.4%","4.7%","3.6%","$72.34","1.0%","-32.2%","11.4%","0.0","1.3","$4,559.39","2.2%","13.3%","11.4%","1.3","0.4","0.7%","27.7%","15.1%","10.1%","0.8%"
"MAT","Mattel, Inc.","US","NasdaqGS","Leisure Products","47.6%","-11.5%","4.9%","-4.9%","$434.61","$6,493.67","$74.00","7.9%","-6.9%","-4.1%","2.4%","10.2%","6.8%","$14.59","0.5%","-25.4%","5.7%","0.0","-1.5","$4,271.22","16.6%","2.8%","8.7%","3.4","0.7","-12.5%","29.8%","5.2%","9.0%","-7.0%"
"ITGR","Integer Holdings Corporation","US","NYSE","Health Care Equipment and Supplies","26.1%","59.6%","8.1%","-0.9%","$111.98","$5,600.66","$22.73","6.1%","0.7%","3.6%","3.0%","2.6%","3.3%","$125.39","0.6%","63.1%","2.0%","0.1","-9.2","$4,257.50","2.6%","7.9%","11.4%","3.9","0.8","13.8%","20.1%","6.3%","6.2%","4.8%"
"CNS","Cohen & Steers, Inc.","US","NYSE","Capital Markets","47.3%","3.3%","2.6%","7.0%","$68.38","$4,105.95","$44.50","11.7%","1.5%","-3.7%","1.1%","1.6%","4.7%","$77.49","-3.9%","26.9%","10.3%","0.0","1.7","$4,148.18","0.4%","4.5%","32.9%","-0.7","","10.9%","3.6%","10.1%","27.5%","2.0%"
"KLIC","Kulicke and Soffa Industries, Inc.","SG","NasdaqGS","Semiconductors and Semiconductor Equipment","52.6%","1,887.9%","8.1%","45.1%","$41.13","$3,711.01","$27.17","4.3%","-2.5%","33.3%","6.0%","1.0%","7.3%","$78.04","-11.2%","65.6%","52.3%","0.0","0.0","$4,189.47","0.6%","4.8%","18.5%","-2.5","1.6","17.4%","8.5%","295.0%","25.9%","4.0%"
"SEZL","Sezzle Inc.","US","NasdaqCM","Financial Services","75.0%","54.9%","91.1%","54.2%","$274.61","$4,101.88","$7.18","51.6%","-0.4%","26.0%","10.8%","6.8%","-0.6%","$114.52","-22.1%","85.0%","29.7%","0.0","0.6","$4,059.52","1.6%","56.7%","59.2%","0.1","8.7","105.9%","168.3%","28.1%","100.7%",""
"GEO","The GEO Group, Inc.","US","NYSE","Commercial Services and Supplies","26.0%","231.9%","1.1%","16.3%","$26.44","$5,659.07","$24.29","0.9%","1.9%","8.7%","1.5%","0.6%","14.1%","$30.53","1.5%","99.7%","11.4%","0.1","-0.5","$4,108.66","4.4%","5.0%","12.6%","3.2","0.7","62.5%","32.1%","43.9%","7.7%","32.3%"
"AZZ","AZZ Inc.","US","NYSE","Building Products","23.8%","-23.9%","6.2%","2.9%","$169.19","$4,663.62","$13.53","10.1%","6.3%","9.9%","3.2%","4.1%","4.6%","$135.75","-8.1%","25.0%","7.4%","0.0","1.5","$4,121.86","0.7%","3.6%","16.4%","1.5","","42.2%","39.3%","11.0%","10.5%","22.2%"
"CNK","Cinemark Holdings, Inc.","US","NYSE","Entertainment","49.4%","-4.0%","6.5%","5.1%","$313.00","$6,554.29","$38.30","9.3%","-1.3%","-30.5%","5.2%","7.7%","7.4%","$34.78","-5.7%","51.3%","8.4%","0.1","0.2","$4,084.89","3.0%","6.3%","13.4%","3.7","1.1","28.8%","196.5%","32.9%","8.5%","16.4%"
"INDV","Indivior Pharmaceuticals, Inc.","US","NasdaqGS","Pharmaceuticals","85.7%","227.7%","11.2%","13.6%","-$111.00","$4,409.22","$32.00","-8.3%","-5.1%","21.7%","11.5%","-2.7%","9.1%","$34.56","-6.5%","-2.2%","6.3%","0.1","0.2","$4,122.22","7.4%","9.9%","42.6%","0.5","1.1","15.4%","86.0%","16.7%","84.5%","20.6%"
"BMI","Badger Meter, Inc.","US","NYSE","Electronic Equipment, Instruments and Components","41.3%","-6.9%","13.8%","1.1%","$150.30","$3,854.59","$10.13","17.1%","-0.4%","-24.0%","0.6%","3.8%","3.0%","$132.27","-0.8%","-23.2%","4.0%","0.0","-5.3","$3,926.85","2.0%","11.8%","18.6%","-0.4","0.9","-6.1%","17.7%","1.7%","15.0%","5.8%"
"ATMU","Atmus Filtration Technologies Inc.","US","NYSE","Machinery","28.8%","15.5%","10.3%","15.9%","$190.40","$4,651.16","$14.20","10.0%","-0.7%","16.4%","4.0%","4.9%","4.1%","$46.20","-12.2%","-9.9%","9.4%","0.0","2.1","$3,853.76","1.6%","5.5%","16.0%","2.3","1.6","27.1%","5.5%","8.6%","22.5%",""
"LOPE","Grand Canyon Education, Inc.","US","NasdaqGS","Diversified Consumer Services","53.3%","-0.0%","7.5%","7.6%","$242.56","$3,641.67","$13.58","21.2%","-4.8%","0.5%","0.9%","6.4%","5.7%","$150.09","-1.8%","-10.4%","5.9%","0.0","1.4","$3,811.98","9.0%","7.2%","27.8%","-0.5","0.8","7.8%","10.3%","11.2%","39.0%","10.4%"
"SKYW","SkyWest, Inc.","US","NasdaqGS","Passenger Airlines","30.9%","2.7%","19.6%","0.8%","$315.17","$5,458.60","$18.73","7.5%","-2.6%","15.4%","-1.2%","8.6%","9.5%","$93.34","-15.0%","-6.5%","6.3%","0.2","1.9","$3,675.49","6.7%","13.2%","14.0%","1.9","1.6","28.7%","346.4%","7.6%","6.5%","15.5%"
"DORM","Dorman Products, Inc.","US","NasdaqGS","Automobile Components","42.3%","-2.0%","15.1%","6.9%","$214.17","$4,219.97","$21.02","9.9%","-2.0%","2.4%","-6.5%","5.6%","5.8%","$127.18","0.9%","3.8%","4.3%","0.0","-7.7","$3,823.70","3.2%","5.0%","16.9%","0.9","0.9","15.2%","37.8%","2.0%","14.0%","6.4%"
"SRAD","Sportradar Group AG","CH","NasdaqGS","Hotels, Restaurants and Leisure","27.2%","-84.2%","4.6%","29.2%","$481.05","$3,459.85","$66.68","30.4%","-0.1%","-118.8%","-1.0%","13.1%","6.2%","$12.31","0.7%","-46.7%","14.8%","0.0","-8.2","$3,677.01","7.6%","19.6%","13.3%","-0.4","2.0","2.6%","7.0%","40.8%","7.9%",""
"MWA","Mueller Water Products, Inc.","US","NYSE","Machinery","38.1%","51.0%","14.3%","14.5%","$179.60","$3,726.47","$13.90","12.1%","-0.1%","10.1%","1.1%","4.8%","4.8%","$23.57","-6.2%","0.8%","3.6%","0.0","0.9","$3,768.87","0.5%","4.2%","21.2%","-0.1","1.2","21.0%","43.6%","8.8%","20.2%","9.5%"
"IPAR","Interparfums, Inc.","US","NasdaqGS","Personal Care Products","58.9%","4.2%","9.3%","0.1%","$245.89","$3,934.59","$1.47","16.4%","0.1%","12.8%","0.6%","6.5%","6.5%","$117.11","-6.0%","37.4%","3.7%","0.0","-3.4","$3,760.79","0.3%","7.4%","17.3%","-0.2","1.3","-3.3%","4.5%","3.1%","17.9%","12.6%"
"CSTM","Constellium SE","FR","NYSE","Metals and Mining","16.6%","1,656.2%","31.2%","64.8%","$218.00","$5,350.00","","2.3%","-2.6%","101.6%","1.0%","6.1%","8.3%","$26.91","-7.0%","33.7%","12.6%","0.0","0.0","$3,582.00","3.2%","2.6%","9.5%","1.4","1.6","13.5%","33.5%","31.6%","16.7%","4.7%"
"BFAM","Bright Horizons Family Solutions Inc.","US","NYSE","Diversified Consumer Services","25.5%","3.8%","20.5%","11.7%","$235.93","$5,497.78","$30.08","7.8%","-5.6%","2.5%","0.5%","6.5%","7.0%","$73.07","-2.7%","-25.3%","5.6%","0.0","1.9","$3,607.77","17.9%","10.8%","12.5%","4.0","1.4","-8.4%","41.2%","12.3%","6.4%","-12.5%"
"COCO","The Vita Coco Company, Inc.","US","NasdaqGS","Beverages","41.1%","69.1%","27.6%","43.6%","$124.44","$3,181.65","$13.91","17.6%","1.3%","62.1%","2.6%","3.6%","2.6%","$58.06","-7.4%","9.8%","25.6%","0.0","0.5","$3,446.23","0.4%","14.9%","19.1%","-1.9","0.4","29.4%","53.1%","20.5%","72.9%",""
"LRN","Stride, Inc.","US","NYSE","Diversified Consumer Services","37.8%","20.0%","13.7%","0.7%","$433.23","$3,079.82","$40.26","17.2%","-0.8%","4.1%","1.4%","12.1%","14.7%","$87.28","8.2%","34.2%","3.2%","0.0","2.5","$3,568.04","6.3%","11.1%","17.9%","-1.0","0.0","25.3%","34.0%","4.0%","28.3%","20.3%"
"PLMR","Palomar Holdings, Inc.","US","NasdaqGS","Insurance","27.4%","31.0%","48.1%","38.0%","$414.77","$3,722.02","$21.01","38.0%","2.1%","7.1%","-0.0%","11.9%","8.7%","$131.86","-2.5%","0.6%","35.0%","0.0","0.6","$3,488.94","2.8%","46.2%","24.9%","0.8","0.5","36.7%","48.9%","18.8%","6.6%","7.3%"
"NATL","NCR Atleos Corporation","US","NYSE","Financial Services","25.3%","67.9%","5.4%","7.9%","$159.00","$5,907.35","$34.00","3.6%","","9.7%","-2.8%","4.7%","8.9%","$46.28","-2.4%","23.3%","3.4%","0.0","1.3","$3,393.35","1.7%","2.4%","13.2%","2.9","1.0","","4.4%","17.1%","10.0%",""
"EXPO","Exponent, Inc.","US","NasdaqGS","Professional Services","36.4%","11.9%","4.3%","11.3%","$108.56","$3,390.34","$26.11","19.1%","-2.2%","3.6%","0.9%","3.2%","5.6%","$70.30","4.0%","1.2%","10.7%","0.0","1.5","$3,376.25","6.3%","5.3%","22.5%","0.1","0.8","-6.4%","4.2%","14.6%","21.1%","-8.4%"
"AAMI","Acadian Asset Management Inc.","US","NYSE","Capital Markets","40.9%","17.9%","8.8%","11.6%","-$50.10","$3,577.27","$86.30","-7.5%","-5.1%","3.4%","6.0%","-1.5%","","$90.08","4.9%","98.8%","28.8%","0.0","0.5","$3,343.17","0.6%","18.9%","23.6%","1.1","1.3","65.1%","18.9%","31.0%","20.9%","28.5%"
"NMIH","NMI Holdings, Inc.","US","NasdaqGM","Financial Services","76.4%","7.8%","9.2%","4.1%","$441.61","$3,689.94","$20.71","60.4%","-2.9%","0.8%","1.5%","13.2%","","$44.27","-0.5%","9.2%","5.5%","0.0","1.3","$3,335.91","3.9%","10.4%","73.2%","0.6","0.7","15.3%","12.2%","5.6%","12.5%","14.5%"
"CXW","CoreCivic, Inc.","US","NYSE","Commercial Services and Supplies","22.6%","31.8%","10.1%","15.6%","$57.32","$4,549.87","$26.25","2.3%","-4.5%","30.6%","10.7%","1.7%","","$32.72","9.6%","74.7%","15.0%","0.1","0.0","$3,285.24","5.8%","10.2%","10.0%","3.3","0.7","44.5%","6.2%","37.0%","6.6%","27.8%"
"OSIS","OSI Systems, Inc.","US","NasdaqGS","Electronic Equipment, Instruments and Components","33.2%","2.8%","11.3%","1.0%","$245.33","$4,004.50","$26.43","13.7%","-1.7%","2.3%","-8.6%","7.4%","4.8%","$208.52","-7.8%","-18.7%","7.1%","0.0","2.3","$3,314.49","9.1%","11.8%","12.6%","2.6","1.3","15.8%","18.8%","11.0%","10.0%","16.3%"
"DHT","DHT Holdings, Inc.","BM","NYSE","Oil, Gas and Consumable Fuels","76.7%","151.4%","24.8%","95.3%","$36.25","$3,439.55","$3.93","4.5%","-0.2%","1.5%","7.1%","1.1%","14.4%","$19.69","12.8%","67.0%","19.6%","0.5","0.0","$3,160.22","0.6%","11.9%","60.8%","0.5","-0.1","42.2%","43.4%","25.7%","33.0%","38.7%"
"MZTI","The Marzetti Company","US","NasdaqGS","Food Products","24.7%","15.0%","7.1%","4.7%","$206.14","$3,303.02","$10.17","10.7%","-0.3%","-1.1%","-2.3%","6.7%","4.2%","$111.83","1.7%","-31.5%","3.6%","0.0","-11.5","$3,074.33","1.2%","1.9%","12.3%","0.7","0.4","-10.1%","20.0%","4.4%","16.2%","-6.5%"
"SPSC","SPS Commerce, Inc.","US","NasdaqGS","Software","69.8%","-4.2%","18.4%","12.5%","$198.70","$2,907.55","$61.63","25.7%","-0.6%","13.1%","1.2%","6.5%","8.9%","$82.93","13.1%","-2.9%","5.7%","0.0","2.8","$3,074.41","4.6%","16.2%","15.8%","-0.9","0.6","-22.2%","7.9%","9.0%","9.9%","-8.7%"
"YETI","YETI Holdings, Inc.","US","NYSE","Leisure Products","59.2%","9.3%","14.4%","7.8%","$255.44","$3,189.40","$44.68","13.2%","-5.6%","4.1%","-0.0%","8.5%","9.1%","$40.16","-19.1%","-8.5%","7.4%","0.0","0.9","$2,996.19","13.9%","6.8%","12.2%","0.7","1.8","-6.9%","44.0%","14.5%","20.4%","-16.3%"
"HAYW","Hayward Holdings, Inc.","US","NYSE","Building Products","48.0%","20.0%","7.4%","13.5%","$201.86","$3,506.37","$14.67","17.3%","-0.2%","17.3%","4.5%","6.8%","6.3%","$13.61","-9.2%","-10.9%","5.4%","0.0","1.6","$2,980.28","2.3%","5.4%","21.3%","1.7","1.1","-2.0%","27.3%","10.9%","8.4%","-7.9%"
"AVPT","AvePoint, Inc.","US","NasdaqGS","Software","73.4%","-806.5%","24.5%","22.5%","$101.01","$2,554.38","$35.39","21.7%","4.5%","13.5%","2.6%","3.4%","4.5%","$13.50","6.8%","5.3%","21.1%","0.0","1.1","$2,944.99","3.7%","23.0%","9.9%","-7.4","1.1","26.7%","10.2%","23.6%","15.6%","7.6%"
"DXPE","DXP Enterprises, Inc.","US","NasdaqGS","Trading Companies and Distributors","31.8%","8.4%","12.3%","12.8%","$118.66","$3,585.43","$6.18","5.5%","-2.5%","6.9%","6.2%","4.1%","2.0%","$183.10","15.1%","74.3%","10.3%","0.0","1.7","$2,913.03","0.8%","9.1%","8.9%","2.9","1.0","73.4%","22.8%","15.7%","11.2%","44.7%"
"AEO","American Eagle Outfitters, Inc.","US","NYSE","Specialty Retail","38.2%","56.2%","6.8%","10.9%","$185.03","$4,557.02","$40.91","3.3%","-5.3%","17.8%","0.9%","6.6%","11.0%","$16.58","-6.9%","-36.9%","4.5%","0.0","0.6","$2,786.74","3.2%","4.1%","7.6%","2.7","1.4","1.5%","41.3%","14.7%","9.2%","-8.6%"
"ALRM","Alarm.com Holdings, Inc.","US","NasdaqGS","Software","65.8%","-4.5%","9.6%","8.8%","$187.71","$2,957.65","$30.42","17.7%","-0.5%","12.2%","4.8%","6.6%","9.5%","$55.61","3.6%","12.3%","5.9%","0.0","2.4","$2,825.63","2.6%","7.3%","14.1%","0.5","0.9","-1.1%","21.5%","6.9%","9.3%","-7.6%"
"IMAX","IMAX Corporation","CA","NYSE","Entertainment","59.7%","22.0%","9.5%","19.6%","$104.11","$3,025.18","$27.23","25.0%","0.1%","22.9%","9.7%","3.7%","5.2%","$51.13","0.4%","42.1%","7.7%","0.1","2.5","$2,807.92","0.5%","5.8%","22.8%","0.9","0.4","39.2%","107.7%","16.1%","11.1%","26.9%"
"GRND","Grindr Inc.","US","NYSE","Interactive Media and Services","74.9%","-232.9%","32.6%","33.5%","$154.02","$3,073.83","$62.68","30.2%","-0.0%","-11.9%","4.3%","5.7%","6.7%","$15.53","-13.5%","16.3%","20.2%","0.0","2.1","$2,690.74","14.4%","31.9%","30.9%","2.4","0.2","44.4%","98.8%","27.3%","28.7%","8.9%"
"EEFT","Euronet Worldwide, Inc.","US","NasdaqGS","Financial Services","24.0%","-14.1%","-8.7%","4.5%","$268.90","$3,238.22","$60.60","6.1%","-9.0%","8.5%","-2.7%","10.3%","","$68.14","-5.4%","-6.2%","5.0%","0.0","1.0","$2,599.92","19.3%","7.5%","11.5%","0.9","","-7.3%","6.3%","12.6%","6.4%","-12.5%"
"SKWD","Skyward Specialty Insurance Group, Inc.","US","NasdaqGS","Insurance","30.5%","36.0%","37.3%","52.1%","$402.17","$2,766.79","$11.96","23.2%","5.6%","14.9%","3.8%","15.8%","6.9%","$57.42","-5.7%","18.1%","21.9%","0.0","0.5","$2,548.80","0.8%","32.5%","15.9%","0.7","0.5","33.2%","38.2%","16.8%","4.7%",""
"OSW","OneSpaWorld Holdings Limited","BS","NasdaqCM","Diversified Consumer Services","13.4%","16.1%","20.1%","13.5%","$78.23","$2,570.30","$9.45","7.7%","0.7%","5.2%","0.1%","3.1%","7.4%","$22.24","-3.4%","20.3%","8.1%","0.0","2.1","$2,520.21","1.5%","12.2%","9.5%","0.4","1.1","30.1%","68.6%","14.8%","14.6%","19.6%"
"FIGS","FIGS, Inc.","US","NYSE","Textiles, Apparel and Luxury Goods","68.9%","653.9%","9.6%","27.8%","$97.22","$2,309.97","$24.44","13.7%","-0.5%","381.9%","5.6%","3.8%","2.3%","$15.26","43.4%","34.7%","14.1%","0.0","0.5","$2,548.59","1.6%","10.1%","9.6%","-3.0","1.3","35.1%","60.3%","28.5%","24.5%","-19.1%"
"PENG","Penguin Solutions, Inc.","US","NasdaqGS","Semiconductors and Semiconductor Equipment","27.9%","-595.8%","4.2%","8.7%","-$69.43","$2,800.73","$33.01","-4.6%","0.8%","23.1%","13.6%","-2.8%","13.7%","$47.59","-6.7%","142.0%","26.7%","0.0","0.9","$2,514.99","2.4%","9.7%","8.2%","0.4","","23.6%","36.2%","17.5%","11.5%","15.2%"
"KALU","Kaiser Aluminum Corporation","US","NasdaqGS","Metals and Mining","14.5%","201.4%","28.8%","61.5%","$87.00","$3,582.44","$20.40","2.1%","0.6%","90.5%","16.8%","3.4%","8.2%","$163.31","-3.1%","32.0%","14.6%","0.0","0.1","$2,572.04","0.4%","9.5%","8.1%","2.2","1.5","31.3%","176.2%","31.3%","11.7%","8.9%"
"PAGS","PagSeguro Digital Ltd.","BR","NYSE","Financial Services","51.5%","6.1%","10.0%","7.3%","$988.16","$2,561.36","$24.34","25.8%","-5.1%","4.6%","-2.1%","39.7%","38.3%","$9.14","-6.0%","-6.7%","5.0%","0.0","0.7","$2,486.33","7.9%","8.9%","37.8%","0.0","1.4","1.4%","16.6%","10.9%","9.0%","-30.6%"
